degree distribution (probability density function of the degree in logarithmic bins) 
4.38701	0.334977
6	0.0608283
7.36806	0.0756022
9.45238	0.0342579
12.1667	0.032314
16.2586	0.0142734
20.98	0.00955824
26.7	0.0044549
33.4444	0.00311451
43.2069	0.00259856
50	6.96056e-05

degree distribution (degree-occurrences) 
4	0.236
5	0.149
6	0.09
7	0.091
8	0.053
9	0.046
10	0.038
11	0.031
12	0.032
13	0.03
14	0.009
15	0.021
16	0.014
17	0.01
18	0.013
19	0.013
20	0.006
21	0.01
22	0.011
23	0.01
24	0.003
25	0.005
26	0.009
27	0.003
28	0.002
29	0.007
30	0.001
31	0.008
32	0.005
33	0.001
34	0.004
35	0.002
36	0.004
37	0.002
38	0.001
39	0.003
40	0.002
41	0.004
42	0.004
43	0.002
44	0.005
45	0.004
46	0.002
48	0.001
49	0.002
50	0.001


--------------------------------------
community distribution (size-occurrences)
22	0.0555556
26	0.111111
33	0.111111
36	0.0555556
38	0.0555556
44	0.0555556
51	0.0555556
54	0.111111
56	0.0555556
78	0.0555556
81	0.0555556
83	0.0555556
85	0.0555556
98	0.0555556
102	0.0555556


--------------------------------------
mixing parameter
0	0.227
0.0625	0.003
0.0738634	0.017
0.0884595	0.046
0.107194	0.126
0.124194	0.122
0.140508	0.121
0.163698	0.117
0.181818	0.011
0.2	0.093
0.222222	0.007
0.25	0.109
0.333333	0.001

--------------------------------------
