1	1 
2	16 
3	18 
4	2 
5	9 
6	1 
7	1 
8	6 
9	14 
10	10 
11	6 
12	8 
13	16 
14	10 
15	8 
16	15 
17	14 
18	11 
19	10 
20	11 
21	13 
22	1 
23	12 
24	14 
25	16 
26	7 
27	6 
28	11 
29	3 
30	1 
31	1 
32	10 
33	7 
34	8 
35	15 
36	7 
37	1 
38	16 
39	1 
40	5 
41	11 
42	18 
43	9 
44	11 
45	7 
46	15 
47	8 
48	3 
49	1 
50	1 
51	5 
52	11 
53	3 
54	3 
55	13 
56	14 
57	7 
58	11 
59	12 
60	14 
61	18 
62	8 
63	17 
64	5 
65	6 
66	4 
67	8 
68	11 
69	14 
70	7 
71	16 
72	8 
73	9 
74	8 
75	9 
76	7 
77	18 
78	15 
79	7 
80	15 
81	15 
82	2 
83	8 
84	4 
85	12 
86	7 
87	9 
88	11 
89	14 
90	14 
91	11 
92	10 
93	14 
94	3 
95	15 
96	1 
97	14 
98	9 
99	7 
100	13 
101	14 
102	8 
103	15 
104	1 
105	7 
106	17 
107	8 
108	10 
109	9 
110	13 
111	8 
112	14 
113	10 
114	7 
115	1 
116	9 
117	14 
118	10 
119	7 
120	7 
121	16 
122	13 
123	3 
124	8 
125	10 
126	14 
127	6 
128	9 
129	4 
130	14 
131	11 
132	3 
133	11 
134	7 
135	6 
136	1 
137	11 
138	14 
139	5 
140	10 
141	8 
142	8 
143	7 
144	15 
145	11 
146	4 
147	11 
148	5 
149	11 
150	10 
151	2 
152	9 
153	2 
154	1 
155	8 
156	10 
157	8 
158	3 
159	1 
160	11 
161	1 
162	9 
163	1 
164	2 
165	14 
166	2 
167	1 
168	11 
169	14 
170	15 
171	18 
172	15 
173	6 
174	11 
175	1 
176	3 
177	13 
178	6 
179	1 
180	14 
181	3 
182	2 
183	8 
184	11 
185	9 
186	11 
187	13 
188	7 
189	10 
190	8 
191	3 
192	6 
193	7 
194	7 
195	2 
196	10 
197	11 
198	2 
199	9 
200	9 
201	6 
202	10 
203	18 
204	8 
205	7 
206	14 
207	12 
208	7 
209	12 
210	10 
211	2 
212	9 
213	6 
214	6 
215	5 
216	9 
217	3 
218	10 
219	7 
220	9 
221	10 
222	12 
223	12 
224	8 
225	18 
226	9 
227	17 
228	2 
229	11 
230	14 
231	10 
232	15 
233	6 
234	14 
235	2 
236	11 
237	7 
238	7 
239	17 
240	11 
241	10 
242	2 
243	14 
244	6 
245	16 
246	18 
247	8 
248	5 
249	5 
250	5 
251	8 
252	13 
253	11 
254	2 
255	16 
256	4 
257	7 
258	7 
259	11 
260	14 
261	9 
262	15 
263	12 
264	15 
265	17 
266	18 
267	17 
268	14 
269	3 
270	8 
271	14 
272	11 
273	5 
274	7 
275	10 
276	15 
277	5 
278	5 
279	8 
280	14 
281	7 
282	11 
283	5 
284	11 
285	16 
286	2 
287	11 
288	2 
289	9 
290	9 
291	9 
292	2 
293	11 
294	5 
295	5 
296	1 
297	5 
298	15 
299	14 
300	7 
301	14 
302	11 
303	10 
304	9 
305	6 
306	4 
307	7 
308	10 
309	15 
310	5 
311	10 
312	11 
313	11 
314	8 
315	11 
316	3 
317	9 
318	13 
319	4 
320	5 
321	10 
322	5 
323	9 
324	5 
325	3 
326	11 
327	1 
328	12 
329	14 
330	8 
331	6 
332	5 
333	16 
334	9 
335	10 
336	14 
337	10 
338	9 
339	14 
340	7 
341	7 
342	5 
343	5 
344	10 
345	10 
346	3 
347	10 
348	12 
349	18 
350	10 
351	11 
352	1 
353	5 
354	10 
355	2 
356	9 
357	10 
358	16 
359	14 
360	5 
361	9 
362	6 
363	14 
364	3 
365	10 
366	4 
367	2 
368	4 
369	1 
370	8 
371	9 
372	13 
373	9 
374	8 
375	1 
376	5 
377	8 
378	17 
379	18 
380	9 
381	11 
382	9 
383	7 
384	2 
385	14 
386	15 
387	14 
388	1 
389	7 
390	14 
391	14 
392	9 
393	3 
394	11 
395	11 
396	17 
397	3 
398	4 
399	18 
400	7 
401	13 
402	9 
403	6 
404	10 
405	3 
406	14 
407	1 
408	7 
409	9 
410	11 
411	14 
412	11 
413	15 
414	9 
415	14 
416	7 
417	14 
418	14 
419	13 
420	8 
421	13 
422	3 
423	4 
424	14 
425	17 
426	11 
427	15 
428	3 
429	3 
430	12 
431	3 
432	18 
433	6 
434	7 
435	12 
436	3 
437	9 
438	4 
439	17 
440	14 
441	8 
442	11 
443	11 
444	1 
445	7 
446	18 
447	2 
448	10 
449	14 
450	7 
451	15 
452	7 
453	8 
454	17 
455	18 
456	7 
457	2 
458	3 
459	13 
460	9 
461	11 
462	3 
463	5 
464	14 
465	10 
466	9 
467	7 
468	6 
469	11 
470	7 
471	9 
472	14 
473	8 
474	6 
475	8 
476	14 
477	6 
478	8 
479	9 
480	10 
481	14 
482	10 
483	5 
484	10 
485	7 
486	15 
487	2 
488	4 
489	18 
490	14 
491	14 
492	7 
493	18 
494	9 
495	12 
496	14 
497	16 
498	1 
499	2 
500	11 
501	3 
502	14 
503	14 
504	14 
505	7 
506	12 
507	11 
508	15 
509	3 
510	10 
511	14 
512	8 
513	2 
514	14 
515	7 
516	5 
517	14 
518	9 
519	17 
520	5 
521	3 
522	10 
523	8 
524	14 
525	5 
526	13 
527	3 
528	8 
529	11 
530	15 
531	7 
532	10 
533	7 
534	14 
535	16 
536	10 
537	14 
538	11 
539	5 
540	12 
541	11 
542	5 
543	8 
544	6 
545	15 
546	3 
547	10 
548	14 
549	11 
550	9 
551	12 
552	14 
553	14 
554	7 
555	3 
556	7 
557	10 
558	14 
559	7 
560	2 
561	9 
562	15 
563	15 
564	13 
565	9 
566	2 
567	7 
568	14 
569	13 
570	17 
571	3 
572	17 
573	7 
574	5 
575	10 
576	14 
577	12 
578	13 
579	11 
580	15 
581	15 
582	4 
583	7 
584	12 
585	13 
586	10 
587	1 
588	14 
589	9 
590	11 
591	14 
592	11 
593	4 
594	2 
595	8 
596	7 
597	11 
598	11 
599	10 
600	8 
601	4 
602	3 
603	1 
604	14 
605	11 
606	5 
607	15 
608	15 
609	11 
610	14 
611	7 
612	11 
613	9 
614	3 
615	7 
616	2 
617	13 
618	14 
619	10 
620	7 
621	16 
622	7 
623	8 
624	7 
625	2 
626	12 
627	14 
628	6 
629	17 
630	3 
631	12 
632	10 
633	6 
634	18 
635	7 
636	10 
637	15 
638	8 
639	3 
640	10 
641	11 
642	9 
643	9 
644	9 
645	5 
646	14 
647	10 
648	8 
649	11 
650	16 
651	3 
652	7 
653	9 
654	8 
655	4 
656	3 
657	5 
658	18 
659	2 
660	16 
661	18 
662	9 
663	13 
664	6 
665	5 
666	8 
667	1 
668	11 
669	5 
670	11 
671	3 
672	10 
673	8 
674	16 
675	10 
676	3 
677	8 
678	9 
679	14 
680	6 
681	2 
682	6 
683	2 
684	14 
685	11 
686	4 
687	3 
688	11 
689	5 
690	5 
691	12 
692	2 
693	14 
694	14 
695	3 
696	3 
697	11 
698	1 
699	11 
700	10 
701	9 
702	5 
703	8 
704	11 
705	9 
706	4 
707	16 
708	7 
709	10 
710	11 
711	5 
712	1 
713	14 
714	2 
715	16 
716	10 
717	8 
718	7 
719	3 
720	14 
721	13 
722	7 
723	7 
724	2 
725	7 
726	17 
727	5 
728	11 
729	11 
730	15 
731	8 
732	8 
733	16 
734	7 
735	2 
736	8 
737	14 
738	10 
739	5 
740	9 
741	10 
742	18 
743	9 
744	10 
745	10 
746	4 
747	7 
748	11 
749	9 
750	7 
751	14 
752	2 
753	7 
754	13 
755	9 
756	9 
757	6 
758	8 
759	4 
760	5 
761	3 
762	10 
763	1 
764	11 
765	13 
766	10 
767	10 
768	14 
769	17 
770	18 
771	5 
772	14 
773	7 
774	15 
775	12 
776	13 
777	5 
