degree distribution (probability density function of the degree in logarithmic bins) 
4.38916	0.353248
6	0.0804285
7.41732	0.066677
9.46053	0.0309952
12.3519	0.0342148
16.25	0.0127968
20.6977	0.00822009
25.9615	0.00386092
34.5	0.00230704
43.2273	0.00197132
50	6.96056e-05

degree distribution (degree-occurrences) 
4	0.248
5	0.158
6	0.119
7	0.074
8	0.053
9	0.041
10	0.035
11	0.029
12	0.033
13	0.025
14	0.021
15	0.018
16	0.013
17	0.011
18	0.01
19	0.01
20	0.01
21	0.009
22	0.011
23	0.003
24	0.006
25	0.007
26	0.003
27	0.004
28	0.004
29	0.002
31	0.002
32	0.005
33	0.002
34	0.002
35	0.002
37	0.002
38	0.005
39	0.002
40	0.005
41	0.001
42	0.001
43	0.002
44	0.002
45	0.004
46	0.001
47	0.003
49	0.001
50	0.001


--------------------------------------
community distribution (size-occurrences)
22	0.0555556
24	0.0555556
32	0.0555556
37	0.0555556
46	0.0555556
47	0.0555556
48	0.0555556
50	0.0555556
52	0.0555556
54	0.0555556
55	0.0555556
60	0.0555556
62	0.0555556
68	0.0555556
76	0.0555556
79	0.0555556
93	0.0555556
95	0.0555556


--------------------------------------
mixing parameter
0	0.099
0.0909091	0.003
0.10719	0.021
0.137396	0.109
0.164891	0.183
0.183	0.101
0.204116	0.244
0.249019	0.211
0.285714	0.017
0.333333	0.011
0.5	0.001

--------------------------------------
