1	381
1	555
1	825
1	996
2	486
2	974
2	990
2	994
3	277
3	310
3	365
3	964
4	367
4	935
4	942
4	985
5	508
5	822
5	912
5	979
6	98
6	351
6	949
6	996
7	314
7	929
7	939
7	988
8	116
8	499
8	643
8	916
9	589
9	910
9	913
9	938
10	209
10	612
10	951
10	990
11	827
11	930
11	936
11	946
12	350
12	843
12	980
12	987
13	286
13	779
13	993
13	994
14	62
14	609
14	923
14	963
15	92
15	757
15	944
15	996
16	339
16	520
16	873
16	906
17	57
17	148
17	676
17	971
18	224
18	657
18	684
18	761
19	676
19	846
19	876
19	894
20	296
20	522
20	757
20	969
21	430
21	465
21	974
21	994
22	281
22	792
22	815
22	997
23	628
23	881
23	960
23	989
24	223
24	604
24	623
24	911
25	728
25	955
25	989
25	999
26	465
26	749
26	850
26	921
27	90
27	493
27	868
27	908
28	400
28	770
28	863
28	977
29	458
29	960
29	981
29	983
30	100
30	589
30	728
30	830
31	247
31	771
31	863
31	988
32	279
32	650
32	893
32	902
33	367
33	682
33	833
33	844
34	877
34	901
34	978
34	995
35	766
35	791
35	844
35	889
36	178
36	323
36	660
36	940
37	652
37	787
37	867
37	990
38	150
38	361
38	939
38	988
39	582
39	740
39	803
39	979
40	226
40	470
40	799
40	982
41	121
41	290
41	772
41	836
42	60
42	541
42	790
42	877
43	588
43	662
43	901
43	990
44	469
44	820
44	956
44	983
45	688
45	841
45	973
45	977
46	169
46	363
46	607
46	699
47	710
47	887
47	929
47	993
48	182
48	236
48	448
48	930
49	771
49	939
49	960
49	997
50	356
50	889
50	899
50	923
51	84
51	820
51	956
51	982
52	565
52	872
52	959
52	980
53	504
53	833
53	919
53	972
54	582
54	720
54	821
54	963
55	95
55	627
55	871
55	960
56	701
56	843
56	993
56	995
57	17
57	147
57	511
57	777
58	187
58	434
58	562
58	858
59	616
59	688
59	715
59	825
60	42
60	81
60	971
60	976
61	706
61	833
61	991
61	998
62	14
62	317
62	710
62	826
63	76
63	845
63	922
63	962
64	955
64	972
64	981
64	989
65	477
65	545
65	982
65	999
66	498
66	701
66	985
66	993
67	784
67	974
67	994
67	995
68	761
68	925
68	987
68	995
69	704
69	737
69	976
69	989
70	239
70	493
70	598
70	996
71	325
71	648
71	835
71	870
72	296
72	723
72	966
72	968
73	491
73	785
73	905
73	944
74	500
74	681
74	907
74	912
75	606
75	746
75	931
75	994
76	63
76	861
76	867
76	883
77	242
77	354
77	914
77	937
78	250
78	548
78	837
78	906
79	91
79	652
79	987
79	993
80	240
80	908
80	966
80	995
81	60
81	310
81	650
81	947
82	99
82	851
82	923
82	954
83	650
83	781
83	832
83	997
84	51
84	679
84	906
84	937
85	186
85	751
85	981
85	983
86	223
86	780
86	836
86	976
87	236
87	960
87	974
87	994
88	457
88	817
88	915
88	926
89	215
89	417
89	497
89	905
90	27
90	866
90	944
90	997
91	79
91	882
91	901
91	926
92	15
92	853
92	900
92	962
93	130
93	595
93	935
93	990
94	619
94	682
94	931
94	994
95	55
95	736
95	846
95	866
96	844
96	939
96	963
96	988
97	209
97	398
97	917
97	1000
98	6
98	543
98	799
98	967
99	82
99	408
99	608
99	700
100	30
100	785
100	942
100	954
101	273
101	858
101	871
101	979
102	519
102	556
102	855
102	994
103	355
103	612
103	697
103	784
104	691
104	933
104	948
104	993
105	396
105	453
105	932
105	985
106	853
106	865
106	957
106	996
107	262
107	902
107	930
107	976
108	427
108	764
108	951
108	992
109	809
109	837
109	884
109	971
110	448
110	849
110	962
110	999
111	596
111	606
111	812
111	825
112	607
112	654
112	782
112	807
113	253
113	702
113	755
113	843
114	754
114	969
114	989
114	990
115	266
115	869
115	872
115	902
116	8
116	655
116	945
116	972
117	266
117	721
117	783
